id,title,year,doi,n_citation,doc_type,reference_count,references
1475,Matter have short individual help leave.,2015,https://doi.org/10.1000/340938,485,Conference,31,56;1152;946;471
1476,Inside ever what consumer care.,2021,https://doi.org/10.1000/229276,467,Conference,23,1481;1204;475
1477,Physical land activity this reach.,1999,https://doi.org/10.1000/531508,88,Conference,14,297
1478,Down us spring space.,2001,https://doi.org/10.1000/451236,234,Journal,15,288;796
1479,Great financial strong.,2020,https://doi.org/10.1000/275908,42,Conference,18,440;1274;1340;1560;362;1755
1480,Resource floor improve.,2022,https://doi.org/10.1000/355564,213,Conference,30,475;146;1259;736;591;56;1929;45;1572
1481,Well later effect end.,1996,https://doi.org/10.1000/732740,18,Journal,20,713;1001;776;1608
1482,Short shoulder stock sing today human.,2000,https://doi.org/10.1000/132515,187,Journal,13,378;1681;928
1483,Water most your along clearly factor detail.,2000,https://doi.org/10.1000/629879,162,Conference,18,1489;1174;1714;1745;615;42;1380;1214
1484,Item general me control.,1991,https://doi.org/10.1000/575467,264,Conference,6,1604;1087;812;1156
1485,Market task break issue carry.,1995,https://doi.org/10.1000/987041,215,Journal,31,1550;177;1415;1131;957;1398;1701;1888;985
1486,Head during left soldier similar pattern.,2019,https://doi.org/10.1000/778309,165,Journal,17,1486;820;1550;975;964;681;510;747;887
1487,He return control firm instead position.,2008,https://doi.org/10.1000/653555,115,Conference,19,308;667;970;1232;1057;703;223;1080
1488,Practice indeed receive drug eat people.,2004,https://doi.org/10.1000/280106,471,Conference,33,185
1489,Serve rock environment might accept morning.,2009,https://doi.org/10.1000/460695,368,Conference,39,1584;864
1490,Rule exist service entire charge.,1998,https://doi.org/10.1000/542311,175,Conference,1,1644;1988;835;1847;53;81;623;1101;589
1491,Expect statement always.,2022,https://doi.org/10.1000/869368,464,Journal,42,584;1793;239;243;1062;1215;1452;151;1132
1492,Situation try model.,2003,https://doi.org/10.1000/517901,328,Conference,22,599
1493,Thing pressure glass federal because door.,2010,https://doi.org/10.1000/829263,386,Journal,40,1860;1199;1247;1260;45
1494,Factor real daughter fear face official.,2003,https://doi.org/10.1000/780342,89,Journal,24,141;1030;762;1864;160;1541
1495,Girl heart letter project scene.,2005,https://doi.org/10.1000/758858,372,Journal,25,184;86;1999;707;559;338;1592
1496,Performance actually success.,2008,https://doi.org/10.1000/622676,30,Journal,26,1813;277;1712;834;1439;166;888
1497,Technology instead true only exactly third.,2001,https://doi.org/10.1000/135006,173,Journal,13,180
1498,Item peace health pass.,2001,https://doi.org/10.1000/615045,170,Conference,9,950;61;451;243;467;131;184;865
1499,Director forward against argue gun cup.,1997,https://doi.org/10.1000/316364,132,Journal,42,94;150;161;920;1004
1500,Federal start anything spring.,2009,https://doi.org/10.1000/125952,175,Conference,17,477;733;1670;1344;759;1924;1813;652;1091
1501,West bank that himself true.,2004,https://doi.org/10.1000/490600,19,Journal,8,1392;1654;1345;1171;871;917;1667;848
1502,Play decade continue account meeting.,1996,https://doi.org/10.1000/424729,16,Conference,46,1395;1788;1095;192;765;1467;1896;1524;43;2
1503,Figure scientist level book leave economic.,2007,https://doi.org/10.1000/484356,158,Conference,37,431;1093;1348;324;802;1460;857;949;1177
1504,Economy us show about policy.,1999,https://doi.org/10.1000/292530,77,Conference,46,842;782
1505,Many course paper arm method.,2011,https://doi.org/10.1000/968429,86,Conference,18,181;1074;1179;467
1506,Have position under image trade.,2013,https://doi.org/10.1000/514649,326,Journal,24,1195;1401;719;155;1761;1617
1507,Notice matter share might.,2012,https://doi.org/10.1000/908652,235,Conference,12,1942;1165
1508,Former senior discuss free.,1995,https://doi.org/10.1000/930420,471,Conference,21,1653;1914;1585;882;391;549;241;1766;1365
1509,No son very career.,2001,https://doi.org/10.1000/522056,404,Journal,7,228;1260;1453;1250;1006;305;841
1510,Month once purpose.,2006,https://doi.org/10.1000/759286,28,Journal,21,1475;1835;1076;1810;879;1638;874;890
1511,Someone expect pull movement.,1990,https://doi.org/10.1000/866945,464,Conference,25,1832;1978
1512,Live relationship form.,2021,https://doi.org/10.1000/906509,316,Journal,33,970;232;233;1351;288;335;259
1513,Power wall foreign let treatment.,2014,https://doi.org/10.1000/377394,180,Conference,34,1572;1207;366;1579;1262;1347;460;1951;772;729
1514,Health measure build put beautiful.,1999,https://doi.org/10.1000/895044,389,Conference,36,1366;670;1604;864;1912;717;840;41
1515,Bit commercial class often commercial position.,2006,https://doi.org/10.1000/529317,239,Conference,40,1331;68;474;888;273
1516,Most son style television history.,2013,https://doi.org/10.1000/932600,391,Conference,42,630;736
1517,Always guess will wear.,2002,https://doi.org/10.1000/533116,50,Conference,38,1334;770;1172;419;91;191;887;1416;1908
1518,These option few fact wear foot.,1991,https://doi.org/10.1000/315432,7,Journal,25,771;1768;1039;911;1519;856;445;504;1896
1519,This offer leg keep.,2002,https://doi.org/10.1000/877903,95,Journal,32,1638;1823;1397
1520,This section positive.,2015,https://doi.org/10.1000/690248,470,Conference,49,1988;1100;438;1944;1482;429
1521,Boy increase those.,2012,https://doi.org/10.1000/528483,437,Journal,26,1721;1840;383
1522,Lay model attention scene relate church.,2011,https://doi.org/10.1000/163973,317,Journal,3,1671;1193
1523,Then central somebody live summer Democrat.,2018,https://doi.org/10.1000/477692,458,Conference,35,1364;293;387;1993;1302;1145
1524,Similar eight bar much husband front.,2017,https://doi.org/10.1000/630281,43,Journal,1,279;1674;1168;625;362;51;383;1513;553
1525,Bad want form ten.,1996,https://doi.org/10.1000/435596,178,Conference,16,452;1408;1766;174;571;1214;1499;1271
1526,Vote total training.,2012,https://doi.org/10.1000/448558,130,Conference,41,341;1765;1281;970;1937;263;114;1163;439;1550
1527,Economy coach nearly meeting.,2015,https://doi.org/10.1000/801450,263,Journal,43,1126;1508;1992;40
1528,Yes mention pressure letter environment.,1996,https://doi.org/10.1000/774420,162,Journal,21,235;474;1414;662;1730
1529,Military type range responsibility tax.,2025,https://doi.org/10.1000/616309,147,Conference,30,924;1118;1581;1689
1530,Hour seem people realize across material.,2011,https://doi.org/10.1000/114747,403,Journal,32,438;1263;444;1607
1531,Kid Democrat reveal movie.,1991,https://doi.org/10.1000/481900,195,Conference,16,993;1194;581;1099;589
1532,Deep I pull.,2016,https://doi.org/10.1000/810067,275,Conference,25,70;533
1533,Get back present talk cost.,2005,https://doi.org/10.1000/567445,161,Journal,17,1427
1534,Car street only edge really ready.,1992,https://doi.org/10.1000/130671,455,Journal,3,1670;391;1408;33;855;166;1935
1535,Throw reason seem mouth street.,1995,https://doi.org/10.1000/312268,203,Journal,36,965
1536,Best yourself which step politics discussion.,2002,https://doi.org/10.1000/431478,47,Journal,5,1473;1337
1537,Travel answer civil modern class.,1993,https://doi.org/10.1000/711778,363,Conference,49,1544;720
1538,Report admit report us travel south.,1991,https://doi.org/10.1000/540653,320,Journal,27,559;615;1628
1539,Author building remember huge discuss door.,2013,https://doi.org/10.1000/279440,67,Conference,45,654;340;405
1540,Catch hold the.,2017,https://doi.org/10.1000/169073,108,Journal,28,63;1653;346;1577;780;1554;872;821
1541,Indeed Democrat successful.,1991,https://doi.org/10.1000/980830,222,Journal,6,5;317;817;1509;1230
1542,Trouble reality note instead guess.,1995,https://doi.org/10.1000/882109,336,Journal,34,1127;608;357
1543,Wind significant daughter yeah describe heavy.,2007,https://doi.org/10.1000/352405,155,Conference,14,1461
1544,Political quality policy student firm.,2005,https://doi.org/10.1000/528699,277,Journal,6,1424;1544;1629;1028;76;358;711;1494;306;1528
1545,Wind baby behind study friend also.,1994,https://doi.org/10.1000/911958,432,Conference,6,1542;932;1999;1724;387;1809;520;1602;1984
1546,Line own air away.,1992,https://doi.org/10.1000/122821,143,Journal,38,1423;1366;1148;762;468;998;484
1547,Occur name almost.,2015,https://doi.org/10.1000/701390,264,Journal,16,1477;906;1028;726;529;192;1242;1814;665
1548,Of race station.,2001,https://doi.org/10.1000/841209,45,Conference,47,1804;1959;1480;1624;820;1555;1564;1201;610
1549,It kind at than.,2009,https://doi.org/10.1000/372912,197,Conference,44,1607;414;547;898;1136;1081;481;1336;472
1550,Often skill likely.,2005,https://doi.org/10.1000/550065,345,Conference,44,1539;914;1926;127;1557;692;337
1551,Enter window situation experience scene.,2003,https://doi.org/10.1000/104637,51,Journal,24,498;586;744;499;136
1552,Reduce upon increase forget white general.,2022,https://doi.org/10.1000/466609,190,Journal,17,5;1153;1640;373;1915;731;1490;1592;1105;1721
1553,Speech others coach full.,2008,https://doi.org/10.1000/772415,309,Conference,19,210;1426;1534;1365;496;1016;1423;524;375
1554,Poor establish value use performance.,2004,https://doi.org/10.1000/279235,448,Journal,18,1449;1928;1445
1555,Offer result tree fish speech.,1992,https://doi.org/10.1000/484324,165,Journal,44,716;1904;1892;843;1554;855;1690;1423;1290
1556,Tell involve try long production think most.,2010,https://doi.org/10.1000/465379,340,Conference,28,1522;1093;1656;47;809
1557,Nice win church rise within call.,2012,https://doi.org/10.1000/764357,50,Journal,14,1206;88;1536;164;54;1412;653;802;1282;1433
1558,Become statement ready.,2024,https://doi.org/10.1000/649297,200,Conference,45,1394;753;1009;898
1559,None trial letter less after stand.,2016,https://doi.org/10.1000/890069,355,Conference,3,1170;978;1112;838;1677;40;720;1388
1560,Plant strategy all spring begin best daughter.,1993,https://doi.org/10.1000/128628,79,Conference,9,1588;761;1237;1643
1561,Support send need specific medical worker.,2025,https://doi.org/10.1000/455275,431,Conference,49,937;1865;300;170;1156;1904;1669;908;1045
1562,Decision rather what life.,1993,https://doi.org/10.1000/741733,278,Conference,7,30;519;1960;69;1676;366;1295;1924;441
1563,Current difficult type network least effort.,2000,https://doi.org/10.1000/958527,174,Journal,20,1543
1564,Myself value natural wall.,2020,https://doi.org/10.1000/936609,265,Journal,39,352;680;469;1002;459;1900;1204;1402
1565,Out data age teach.,1998,https://doi.org/10.1000/881375,195,Conference,34,369;1072;1936;196;448
1566,Economic person mean role.,1997,https://doi.org/10.1000/325832,215,Conference,2,581;353;302;1985;173;770;1832;1785;634
1567,Character western voice coach.,2020,https://doi.org/10.1000/112985,496,Conference,16,1202
1568,Threat particularly girl yard.,1992,https://doi.org/10.1000/126611,151,Conference,14,681;983;1042;506;1964;377;831;1937;1641
1569,Body explain back attack ground.,2005,https://doi.org/10.1000/288176,393,Journal,42,193;1766
1570,Early fight part ability society.,2013,https://doi.org/10.1000/687323,17,Journal,40,1536
1571,Responsibility power write similar thus hear.,2023,https://doi.org/10.1000/631089,122,Conference,38,930;1227
1572,Letter position many.,2006,https://doi.org/10.1000/578958,284,Journal,42,1864;197;1682;480;1035;313;1676;1719;184;1655
1573,Its reveal view significant building.,2011,https://doi.org/10.1000/993432,319,Journal,16,699
1574,Run husband heart a vote.,1994,https://doi.org/10.1000/696375,214,Conference,39,1904;1494;1220;1675;1431;572;165;959
1575,Smile movie author conference model play.,1993,https://doi.org/10.1000/936821,1,Conference,24,11;864;490;335;1402;1577
1576,Choice to town base down us.,1996,https://doi.org/10.1000/910433,423,Conference,44,1564;1413;298;142;1814;329;884;956;1011
1577,Hospital spend work.,2005,https://doi.org/10.1000/471600,377,Conference,41,1390;1483;827;1589;590;330;1058;1902;1428
1578,Word state police shake leg.,1990,https://doi.org/10.1000/787111,481,Conference,28,1241;115;1084;400
1579,Result pass may answer positive television.,1997,https://doi.org/10.1000/208615,116,Journal,38,1770;1039;1219;94
1580,Company work police parent coach majority.,2024,https://doi.org/10.1000/310581,172,Journal,29,648;1112;1956;1531
1581,Range throughout half present.,2010,https://doi.org/10.1000/837311,269,Journal,45,238;999
1582,Very claim attack.,2020,https://doi.org/10.1000/101502,326,Conference,23,1671;1459;222;1995;503;48
1583,Agency born year next against natural.,1990,https://doi.org/10.1000/683736,116,Journal,6,1747;1418;1298;1637;1674;699;500;754;1242
1584,Ten among eight situation.,2014,https://doi.org/10.1000/489455,436,Conference,32,881;750;590;255;1742;836;200;1345
1585,Meet anything bad.,2003,https://doi.org/10.1000/395228,176,Journal,12,1353;258
1586,Official become woman offer note risk.,1998,https://doi.org/10.1000/621853,159,Conference,13,767;1544
1587,Film everything nature.,2013,https://doi.org/10.1000/561949,86,Conference,22,156;895;1418;1999
1588,Travel hold child another.,2013,https://doi.org/10.1000/600501,382,Journal,9,952;15;1978;896
1589,Design cold through either contain.,2014,https://doi.org/10.1000/740466,33,Journal,13,1539;1662;1306;1602;1362
1590,Player yet cell bill.,2011,https://doi.org/10.1000/317392,169,Journal,31,1658;359;1451;976;229
1591,Meeting life town stay sea behavior.,1990,https://doi.org/10.1000/627862,470,Conference,26,85;331;680;1188;1599;1014;1200;516
1592,Another what officer parent.,2017,https://doi.org/10.1000/257885,232,Conference,14,1374;1914;511;1324;1463;1304;1339;588;735
1593,Hard window knowledge score.,2000,https://doi.org/10.1000/429440,246,Conference,24,363;1190;1364;1078;1633;889
1594,Nor little far we realize kitchen.,2007,https://doi.org/10.1000/873307,493,Journal,40,1379
1595,Begin end short firm.,2014,https://doi.org/10.1000/154149,496,Conference,34,1027;1099
1596,Remain result often vote it author.,1996,https://doi.org/10.1000/193656,135,Conference,33,1845
1597,Might happen trouble contain despite when.,2016,https://doi.org/10.1000/324382,15,Conference,16,1454;596;861;1563;559
1598,Leg traditional goal.,2001,https://doi.org/10.1000/378665,431,Journal,34,1663;47
1599,Window if could specific six.,2012,https://doi.org/10.1000/176556,433,Conference,7,1550;1055;847;477;1408
1600,Radio run reach sound within tree.,2004,https://doi.org/10.1000/512974,208,Conference,35,1021;849;733
1601,Appear there song.,1998,https://doi.org/10.1000/305300,309,Journal,36,842;1566;605;896;1510;1231
1602,Boy director day son enjoy.,2014,https://doi.org/10.1000/461570,96,Conference,45,30;1702;473;627;2000;264;1120;387;1287
1603,Decide spring coach former next.,2017,https://doi.org/10.1000/948781,275,Conference,27,1503;521;1548;1718;666;625
1604,Too recently sure attorney.,2014,https://doi.org/10.1000/563576,136,Conference,29,1109;1878;526;261;837;31
1605,Concern receive put but plant specific.,2020,https://doi.org/10.1000/286642,188,Conference,2,634;1973;888;922
1606,Ever while role discussion.,2025,https://doi.org/10.1000/503402,489,Conference,28,993;1656;1870;1921;1905;1624;1334;906;1223;1648
1607,Back enter artist.,2019,https://doi.org/10.1000/804060,431,Conference,42,1796;1827;796;1558;25;1835;1182;17;886
1608,Skill others wife certainly.,2002,https://doi.org/10.1000/629193,47,Conference,16,780;1908;170;1560;1038;1714;1920;1815;671
1609,Authority each save.,2012,https://doi.org/10.1000/915559,187,Journal,20,1122;982;1299;455;518;1995;1778;485
1610,Large carry college our policy.,2001,https://doi.org/10.1000/140438,104,Conference,21,1049;1325;1714
1611,Understand manage Congress establish capital.,2004,https://doi.org/10.1000/452846,162,Journal,30,1598;1248;1284;1050;401;681;1077;179;1246
1612,Phone run once side.,2022,https://doi.org/10.1000/166191,141,Journal,2,766;1389;175;717;167;1081;943;1596;1148;273
1613,Reality past reveal campaign.,2004,https://doi.org/10.1000/358358,203,Conference,34,1888;1220;1482;1916
1614,Art significant receive write as civil.,2017,https://doi.org/10.1000/511342,280,Conference,5,1562;735;433;1403;159;1348;1818;1872
1615,Four number professor machine.,2007,https://doi.org/10.1000/211161,183,Conference,19,1216;1180;1200;767;804;1388;261;1965
1616,Item scene which risk simple.,2011,https://doi.org/10.1000/845306,395,Journal,18,1583;948;26;246;355;1666
1617,Off all century certainly week need.,2022,https://doi.org/10.1000/594398,196,Conference,7,1056;855;687;327;296;586;1103;1255;343
1618,From think safe knowledge lay.,2003,https://doi.org/10.1000/229710,103,Conference,39,871;840;1657;1815;1941;1192;1591;1207
1619,Performance data bad technology out minute.,2020,https://doi.org/10.1000/893052,364,Journal,16,402;177
1620,Great performance news on.,2011,https://doi.org/10.1000/437205,241,Journal,39,6;449;1189;178;154;1169
1621,Religious policy form over firm by.,2014,https://doi.org/10.1000/701138,247,Journal,39,313;1716;687;1777;1047;85;167;786
1622,Drop truth although see.,2014,https://doi.org/10.1000/405136,404,Journal,27,1583
1623,Whose bit always.,2001,https://doi.org/10.1000/385868,349,Conference,27,1106
1624,Until prove most season knowledge there.,2018,https://doi.org/10.1000/910877,302,Journal,24,1157;838;572;785;1515;916;807;1286;1404;1251
1625,Together picture safe adult.,1996,https://doi.org/10.1000/412672,433,Conference,18,125;857;1433
1626,Conference subject buy wall kind different.,1994,https://doi.org/10.1000/553247,28,Journal,5,1630;1304;1198;1955;486;993
1627,Race mind operation night.,1993,https://doi.org/10.1000/878705,469,Conference,10,905;811;643;1280;569;613;1383;875
1628,Fear ago something true.,2017,https://doi.org/10.1000/330020,270,Journal,6,1718;319
1629,Mention seek factor concern.,2024,https://doi.org/10.1000/259783,434,Conference,5,761;96;198;1327;748;281;1840;1013
1630,Either yeah half.,2010,https://doi.org/10.1000/663686,498,Conference,49,1141;1152;823;1949;582;188
1631,Write miss economy street various important.,2006,https://doi.org/10.1000/920276,230,Conference,26,412
1632,Character that fast billion person rule.,2024,https://doi.org/10.1000/699832,282,Conference,45,150;1968;1722;1039;1201;868;906;1712;356
1633,Window young human reason practice.,2010,https://doi.org/10.1000/191759,179,Conference,3,970;1045;1683;417;1276;1819;146;374;1949
1634,Among group decade court subject.,2021,https://doi.org/10.1000/419133,193,Journal,40,1954;419;1543;617;1122;1774;822
1635,Media low financial.,2003,https://doi.org/10.1000/438272,47,Journal,7,1839;1445;835;372;1579;520;578;1864;1583;1851
1636,Ready military environment.,2024,https://doi.org/10.1000/538321,118,Conference,11,304;763;153;1710;1611;23
1637,Near try laugh.,1997,https://doi.org/10.1000/987167,120,Conference,10,284;109;884;1117;994;894;760;1826;205
1638,She want federal tree identify success.,1997,https://doi.org/10.1000/549161,163,Journal,49,1556;437;934;16;1594
1639,Return appear player.,2019,https://doi.org/10.1000/962151,299,Conference,5,797;1599;631;1673;95
1640,Total former available dream.,2024,https://doi.org/10.1000/214031,118,Journal,20,905;1755;1131
1641,Expect set production center.,1999,https://doi.org/10.1000/721667,429,Journal,9,1454;718;1778;707;198;1322;1135;1248;1921;1113
1642,Organization lose strong.,2024,https://doi.org/10.1000/528602,303,Journal,2,1707;181
1643,Available debate manager win father grow.,2016,https://doi.org/10.1000/804058,47,Journal,50,714;492;1268;1220;812;803;601;1229
1644,Peace prevent prepare.,1995,https://doi.org/10.1000/544087,315,Conference,35,203;955;1504;1053;947;712;470;219
1645,Between vote treat.,2018,https://doi.org/10.1000/249825,193,Conference,1,330;1458;669;1770;1480;1549;951;1409;86
1646,Law you finally nothing.,1995,https://doi.org/10.1000/922404,39,Conference,10,1611;409
1647,Five positive hair.,2010,https://doi.org/10.1000/985916,434,Journal,13,1677;285;1535;1662
1648,Only down pick.,2006,https://doi.org/10.1000/459021,301,Journal,38,386;1312;323;1294;37;1299;1883;1200;1007;367
1649,Add physical fire pass after.,1991,https://doi.org/10.1000/701423,153,Conference,35,337;1478;312
1650,Yes ability line father over.,2013,https://doi.org/10.1000/223335,292,Conference,14,485;578;1395;1501;1659;104;963;1265
1651,Successful voice usually.,2003,https://doi.org/10.1000/903192,10,Conference,41,1093;1799;347
1652,Out suggest him share artist sometimes.,2012,https://doi.org/10.1000/335550,79,Journal,7,77;597;1971;1556;136;848;1539;438;1442
1653,Where factor continue.,2002,https://doi.org/10.1000/361180,322,Journal,8,1380;1774;798;1858;692;1003
1654,Whose new marriage time fly.,1992,https://doi.org/10.1000/950285,489,Conference,18,754;167;1841
1655,Stuff people result.,2017,https://doi.org/10.1000/353303,481,Journal,43,702;1677;842;1542;1468;1463;638
1656,Individual outside hard see.,2000,https://doi.org/10.1000/172478,480,Journal,1,860;1543;1023
1657,Pass tend hair.,2006,https://doi.org/10.1000/307281,65,Conference,13,1205;1955;417;502;1738;936;738
1658,Far should head activity.,2005,https://doi.org/10.1000/170230,78,Conference,5,1071;1987;1659;1069;684;513;1040;1558
1659,Such head girl.,2005,https://doi.org/10.1000/696895,203,Journal,45,400;1608;314;1826;1051;206;1649;744;1072
1660,Culture question significant.,1993,https://doi.org/10.1000/261261,363,Conference,20,1;494;44;370;363;732;275;1462
1661,Interview six trouble low.,1998,https://doi.org/10.1000/748593,156,Journal,44,1371;883;1952;340;754;1982
1662,Operation all without without.,2010,https://doi.org/10.1000/517239,349,Conference,44,1229
1663,Over management culture water environmental.,2024,https://doi.org/10.1000/527015,353,Journal,5,846;888;1119;1745
1664,Right decide reach.,2016,https://doi.org/10.1000/102750,481,Journal,18,36;789;1887;921;1124;851;320;1651
1665,Everyone capital wind.,2012,https://doi.org/10.1000/474873,234,Journal,26,1819;489
1666,Choice cultural that.,2015,https://doi.org/10.1000/572694,294,Journal,33,1112;1656;729
1667,These success reduce describe make decade.,2016,https://doi.org/10.1000/536274,262,Conference,39,243;1686;596;1323
1668,Same speak budget specific third third.,2017,https://doi.org/10.1000/904739,315,Journal,8,350;1334;1362;646;231
1669,Material go think.,1992,https://doi.org/10.1000/412087,119,Conference,3,678;1697
1670,About wear American be.,2014,https://doi.org/10.1000/404286,481,Journal,9,1366;1140;1490;1933;10;956;117;814;683
1671,Store manage their show party.,2009,https://doi.org/10.1000/458043,176,Journal,20,232;1681;51;1796;872
1672,Dog mouth leave moment nation.,1993,https://doi.org/10.1000/169786,221,Journal,12,1134;1400;682;443;156
1673,Agency rise drug image war answer.,2017,https://doi.org/10.1000/874708,82,Conference,13,1418;450;383;893
1674,Key only impact.,1991,https://doi.org/10.1000/489523,29,Conference,14,114;1862;95;1000
1675,Probably president gas.,2018,https://doi.org/10.1000/411811,9,Journal,39,1006;187;1019;442;1609
1676,Blue appear structure break.,1993,https://doi.org/10.1000/188941,414,Journal,22,397;1441;402
1677,Simple take senior generation.,1997,https://doi.org/10.1000/646300,338,Journal,44,1243
1678,Evening off station.,1993,https://doi.org/10.1000/758972,438,Journal,20,58;1101;1270;1844;1842;332;1440;1180;1675;948
1679,Democrat space degree.,1998,https://doi.org/10.1000/125934,245,Journal,16,1951;1987
1680,House expert charge million group.,2001,https://doi.org/10.1000/582337,414,Journal,49,1657;706;1422;1958;1834
1681,Set decade allow skin goal.,1991,https://doi.org/10.1000/697093,366,Journal,9,326;758;1170;1134;657;699;18;1129
1682,Way sport camera recently bed.,2016,https://doi.org/10.1000/380557,241,Journal,45,1382;1652;1506;1783;884;655;369;1897
1683,Join recent return understand.,2017,https://doi.org/10.1000/391601,309,Conference,42,1656;759;1196;245;692;1235;1471;322
1684,Suffer finally lead.,2011,https://doi.org/10.1000/808436,187,Conference,39,1871;877;1849;742;52;934
1685,Mention computer close nearly east.,2010,https://doi.org/10.1000/914087,128,Conference,50,203;1007;550
1686,Issue nice whatever pressure after of.,2001,https://doi.org/10.1000/574811,415,Journal,3,1482;1170;328;421;1222;1365;598
1687,Attack mean measure tend sort quickly.,1996,https://doi.org/10.1000/583758,139,Conference,39,707;922;1331
1688,Technology because get unit arrive large.,1999,https://doi.org/10.1000/394159,212,Journal,34,982;1643;331;332;635;1264
1689,Offer husband least likely court necessary.,1990,https://doi.org/10.1000/296094,19,Journal,1,1294
1690,Behind adult prevent beat open.,2021,https://doi.org/10.1000/425041,189,Conference,50,962;1838;944;756;412;1519;77
1691,Available low pick board nor real.,2016,https://doi.org/10.1000/225967,156,Conference,33,1132;442;864
1692,Why treatment than.,2014,https://doi.org/10.1000/810262,101,Conference,9,1860;696;1155;1415;347;1130;323
1693,Million relationship life third down.,1995,https://doi.org/10.1000/312757,360,Journal,40,486;1862;1724;1213;438;1930;1407;1781;249
1694,Various bad always deal.,2023,https://doi.org/10.1000/311663,302,Conference,21,958;413;1899;563;211;166;600;975
1695,Consider interview stay item that pretty.,1990,https://doi.org/10.1000/182846,249,Journal,2,263;547;1950;610;1329;1680;1563;756
1696,Church significant animal language.,2019,https://doi.org/10.1000/281182,405,Journal,5,203;1028;342;822;1542
1697,Money mention American.,2018,https://doi.org/10.1000/353580,282,Conference,10,1906;1189
1698,Rise rock important.,2019,https://doi.org/10.1000/525725,105,Conference,26,942;193;1756;1099;650;15;128;722
1699,Morning face discover sister.,1997,https://doi.org/10.1000/461899,163,Conference,20,1495
1700,Crime official forward box attention herself.,2001,https://doi.org/10.1000/888687,108,Conference,39,1473
1701,Career sing old the situation.,2012,https://doi.org/10.1000/443152,274,Conference,27,1356;1480;590;755;222;455;73
1702,White miss bar.,2005,https://doi.org/10.1000/520943,124,Journal,44,1111;696;1461
1703,Idea across artist might.,2017,https://doi.org/10.1000/299921,30,Conference,17,640
1704,Such yet decade coach item.,2002,https://doi.org/10.1000/109886,353,Journal,30,1094;368;1128;51;628;1072;1482;1218;1643
1705,Chair hot above tell president.,1993,https://doi.org/10.1000/508763,268,Conference,38,938;1235;1682;1065;1028
1706,Life whole boy create stock.,2016,https://doi.org/10.1000/227945,87,Journal,4,313;502;982;592;887
1707,When several game far.,1996,https://doi.org/10.1000/241410,221,Conference,21,1924;1795;1309;1203;1958;1149;511;398;824
1708,Marriage think per.,1999,https://doi.org/10.1000/413580,33,Journal,2,1089;1672;1749;1179;1704;1288;133
1709,Whether lawyer room.,2010,https://doi.org/10.1000/284354,107,Journal,17,120;1791;1703;43;356
1710,Indicate born study Mrs marriage.,2007,https://doi.org/10.1000/346920,279,Journal,10,234;641;1899;1607;1293;149;1858;1794
1711,Several security upon also feeling sense.,1993,https://doi.org/10.1000/856822,52,Journal,43,194;763
1712,Purpose across book.,2018,https://doi.org/10.1000/689158,232,Conference,45,55;830;1167;589;669;1667;9;584
1713,Expect information against picture.,1998,https://doi.org/10.1000/715004,262,Journal,24,1995;1899;19;528;1156;237
1714,Face newspaper front project.,1999,https://doi.org/10.1000/579490,414,Journal,33,64;129;1328;1032;60;1789;561;1791;1857
1715,Which affect doctor hand paper.,2003,https://doi.org/10.1000/716439,288,Journal,41,157;503;922;784;362;93;952;1369;841
1716,Since raise certain stuff staff.,2009,https://doi.org/10.1000/272613,436,Journal,38,1260;423;486;1817
1717,Degree early hold manage.,2007,https://doi.org/10.1000/570965,290,Conference,21,18;1041;1308;827;1846;1911;54;1295
1718,Reduce political performance this this that.,1994,https://doi.org/10.1000/194512,232,Journal,29,1365;984;1546;113;360;922
1719,Article car through whether bank number.,2018,https://doi.org/10.1000/747534,128,Journal,30,791;68;1880;1147;494
1720,Because occur machine where whatever.,2005,https://doi.org/10.1000/839572,393,Conference,40,1385;61;745;619;422;109;1496;290
1721,Board far road identify give.,2021,https://doi.org/10.1000/971718,40,Journal,9,339;1495
1722,Color material worker food chance.,2009,https://doi.org/10.1000/333732,16,Conference,28,72;1530;251;211
1723,Without today everyone.,2013,https://doi.org/10.1000/661812,249,Conference,43,1606;86
1724,Chair seek lose response push.,2012,https://doi.org/10.1000/103528,357,Journal,38,814;1303;1247
1725,But wonder sport.,2011,https://doi.org/10.1000/656429,460,Journal,32,1881;1188;718;1742;1067;1995;175;1231;1199
1726,Pull per radio research.,2012,https://doi.org/10.1000/833874,74,Journal,13,334;849;1511;1020;1882;1260;1745;1658
1727,Paper policy information sport woman prevent.,2008,https://doi.org/10.1000/100017,394,Journal,35,344;1582
1728,Protect meeting against include scientist.,2006,https://doi.org/10.1000/428253,489,Conference,7,210;29;356;1712;1013;1735
1729,Challenge production just guy.,2024,https://doi.org/10.1000/368942,370,Conference,4,1344;53
1730,Fear gun town health magazine land.,1992,https://doi.org/10.1000/251418,20,Conference,41,1153;1663;206
1731,Almost country ahead.,1993,https://doi.org/10.1000/453217,78,Journal,3,742;1198;1440;1655;1617;14
1732,High anything language wrong.,2024,https://doi.org/10.1000/929161,470,Journal,12,505;841;216
1733,Arrive ahead heavy agreement.,2023,https://doi.org/10.1000/947909,98,Conference,6,1
1734,About expect prepare power.,2006,https://doi.org/10.1000/557558,468,Conference,1,1761;348;806;691;948;277;488;1968
1735,City learn actually suggest consider.,2013,https://doi.org/10.1000/684819,360,Journal,41,680;729;1233;291;637;585;1987;1387
